MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
The Trial,(2010),"
Crime, Drama, Mystery            ",5.6,"
After the horrific death of his wife and two sons, suicide seems to be the only escape for a small town attorney, until he's assigned a capital punishment case that begins to transform his life.","
    Director:
Gary Wheeler
| 
    Stars:
Larry Bagby, 
Clare Carey, 
Nikki Deloach, 
David Dwyer
","1,462",101.0,$0.02M
The Watcher,(II) (2016),"
Horror, Thriller            ",5.4,"
Unaware of its terrible history, a young couple purchases their dream home. But it soon becomes clear that they may not be alone in the house... and that someone -- or something -- is determined to drive them out.","
    Director:
Ryan Rothmaier
| 
    Stars:
Erin Cahill, 
Edi Gathegi, 
Denise Crosby, 
Riley Baron
","2,863",89.0,
The Devil and Father Amorth,(2017),"
Documentary, Horror            ",4.6,"
Father Gabriele Amorth performs his ninth exorcism on an Italian woman.","
    Director:
William Friedkin
| 
    Stars:
William Friedkin, 
Jeffrey Burton Russell, 
Christina, 
Gabriele Amorth
","2,202",68.0,$0.02M
Mutants,(2009),"
Drama, Horror, Sci-Fi            ",5.6,"
In the middle of a zombie apocalypse, a resourceful couple hides out in an isolated abandoned building. The woman is pregnant and the man is infected, slowly transforming into the kind of inhuman monster they are trying to escape.","
    Director:
David Morlet
| 
    Stars:
Hélène de Fougerolles, 
Francis Renaud, 
Dida Diafat, 
Marie-Sohna Condé
","4,007",95.0,
Zambezia,(2012),"
Animation, Adventure, Comedy            ",5.8,"
Zambezia is a new feature film by Triggerfish Animation Studios about a young high-spirited falcon who journeys to the famed bird city of Zambezia.","
    Director:
Wayne Thornley
| 
    Stars:
Leonard Nimoy, 
Jeremy Suarez, 
Abigail Breslin, 
Jeff Goldblum
","6,867",83.0,
Bottom of the World,(2017),"
Drama, Mystery, Thriller            ",5.2,"
The mysterious disappearance of a young woman leads her boyfriend on a journey for truth and perhaps his own unknown reality in this dark, hypnotic mystery that transcends the limitations of traditional narrative.","
    Director:
Richard Sears
| 
    Stars:
Jena Malone, 
Douglas Smith, 
Ted Levine, 
Tamara Duarte
","4,836",85.0,
In Their Skin,(2012),"
Horror, Thriller            ",5.3,"
The Hughes' cottage vacation is violently interrupted by a family on a murderous and identity-stealing journey, in search of the ""perfect"" life.","
    Director:
Jeremy Power Regimbal
| 
    Stars:
Selma Blair, 
Joshua Close, 
James D'Arcy, 
Rachel Miner
","5,287",97.0,
Modo Avião,(2020),"
Comedy, Drama, Romance            ",5.0,"
Follows the young Ana, who studied fashion design dreaming of becoming a great stylist but dropped everything to become a digital influencer for a famous brand.","
    Director:
César Rodrigues
| 
    Stars:
Larissa Manoela, 
Erasmo Carlos, 
Katiuscia Canoro, 
André Luiz Frambach
","2,306",96.0,
Quantum Quest: A Cassini Space Odyssey,(2010),"
Animation, Adventure, Sci-Fi            ",5.2,"
Quantum Quest centers on the story of Dave, a young photon, who is forced out of the Sun on a journey of discovery. He must get to the Cassini Space Craft and save it from the forces of the...                See full summary »
","
    Directors:
Harry 'Doc' Kloor, 
Daniel St. Pierre
| 
    Stars:
Chris Pine, 
Amanda Peet, 
Samuel L. Jackson, 
Hayden Christensen
",350,45.0,
Long Nights Short Mornings,(2016),"
Drama, Romance            ",5.4,"
An examination of the romantic life of a young man in New York City and his sometimes fleeting, sometimes profound experiences with the women he encounters.","
    Director:
Chadd Harbold
| 
    Stars:
Shiloh Fernandez, 
Ella Rae Peck, 
Paten Hughes, 
Layla Khoshnoudi
",920,100.0,
Tiny Creatures,(2020– ),"
Documentary, Short, Drama            ",4.9,"
Little animals embark on big adventures across the U.S. in a dramatic nature series that explores their hidden worlds and epic survival stories.","
            
    Stars:
Mike Colter, 
Louis Labrom-Brown, 
Mark Amey, 
Kyle Harper
","1,063",,
Òlòturé,(2019),"
Crime, Drama            ",5.5,"
A journalist goes undercover as a prostitute to expose human trafficking but she only finds a world of exploited women and ruthless violence.","
    Director:
Kenneth Gyang
| 
    Stars:
Ada Ameh, 
Beverly Osu, 
Blossom Chukwujekwu, 
Bukola Oladipupo
",705,106.0,
The Keeper,(I) (2009),"
Action, Crime, Thriller            ",5.1,"
Roland Sallinger is an LA cop who after nearly being killed by his greedy partner, and eventually being forced to retire for medical reasons, flees to San Antonio, Texas, after being asked ...                See full summary »
","
    Director:
Keoni Waxman
| 
    Stars:
Steven Seagal, 
Liezl Carstens, 
Arron Shiver, 
Johnnie Hector
","4,397",94.0,
The Secrets of Emily Blair,(2016),"
Horror, Thriller            ",4.1,"
Desperate to save his fiancee from a demon that has possessed her soul, a man turns to his longtime priest for help.","
    Director:
Joseph P. Genier
| 
    Stars:
Ellen Hollman, 
Colm Meaney, 
Will Kemp, 
Francia Raisa
","1,332",95.0,
The Iliza Shlesinger Sketch Show,(2020– ),"
Comedy            ",5.0,"
From the mind of Iliza Shlesinger comes a secret world filled with absurd characters, insight into the female experience, and irreverent yet poignant social commentary.","
            
    Stars:
Iliza Shlesinger, 
Glo Tavarez, 
Kerry Coddett, 
Iliana Inocencio
",853,115.0,
Money,(2016),"
Crime, Mystery, Thriller            ",5.5,"
Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.","
    Director:
Martín Rosete
| 
    Stars:
Jesse Williams, 
Kellan Lutz, 
Jamie Bamber, 
Jess Weixler
","2,806",86.0,$1.02M
Tactical Force,(2011),"
Action            ",4.8,"
A training exercise for the LAPD SWAT Team goes terribly wrong when they find themselves pitted against two rival gangs while trapped in an abandoned Hangar, armed with nothing but blanks.","
    Director:
Adamo P. Cultraro
| 
    Stars:
Steve Austin, 
Michael Shanks, 
Michael Jai White, 
Adrian Holmes
","5,739",91.0,
Dragons: Rescue Riders: Secrets of the Songwing,(2020 TV Movie),"
Animation, Adventure, Comedy            ",5.5,"
When a musical dragon with a beautiful voice hypnotizes the dragons and people of Huttsgalor, the Rescue Riders have to find a way to break the spell.","
    Directors:
Greg Rankin, 
T.J. Sullivan
| 
    Stars:
Noah Kaye Bentley, 
Brennley Brown, 
Zach Callison, 
Nicolas Cantu
",141,46.0,
Intersections,(2013),"
Action, Romance, Thriller            ",5.9,"
A couple on their honeymoon in Morocco survive a deadly car accident in the middle of the desert.","
    Director:
David Marconi
| 
    Stars:
Frank Grillo, 
Jaimie Alexander, 
Roschdy Zem, 
Marie-Josée Croze
","3,017",101.0,
Stalked by My Doctor: The Return,(2016 TV Movie),"
Thriller            ",5.7,"
Dr. Beck, who has changed his name, saves a young teenage girl drowning in Mexico, whom he falls in love with. As always, there are some complications in his way, but he has plans to possibly get past them and get the girl of his dreams.","
    Director:
Doug Campbell
| 
    Stars:
Eric Roberts, 
Claire Blackwelder, 
Hilary Greer, 
Mark Grossman
",766,97.0,
Fuego negro,(2020),"
Action, Horror, Mystery            ",3.8000000000000007,"
In search of his sister, a renegade criminal seeks answers at a sordid hotel where he encounters a sinister guest and romances a mysterious waitress.","
    Director:
Bernardo Arellano
| 
    Stars:
Tenoch Huerta, 
Eréndira Ibarra, 
Dale Carley, 
Ariane Pellicer
",502,81.0,
Splatter,(2009– ),"
Horror            ",3.8000000000000007,"
After self-righteous rock star Jonny Splatter puts a bullet in his own head, only five people are chosen to attend the reading of Splatter's will: the manager, the shrink, the guitarist, ...                See full summary »
","
            
    Stars:
Corey Feldman, 
Mark Alan, 
Tony Todd, 
Erin Way
",518,29.0,
Spy Kids: Mission Critical,(2018– ),"
Animation, Action, Adventure            ",4.9,"
The series centers around brother and sister team Juni and Carmen Cortez as they attend Spy Kids Academy, a top secret spy school for kid agents. When a new counter-spy agency threatens the...                See full summary »
","
            
    Stars:
Nicholas Coombe, 
Ashley Bornancin, 
Carter Hastings, 
Caitlyn Bairstow
",292,,
Animales sin collar,(2018),"
Thriller            ",5.0,"
Abel (Daniel Grao) is a politician dedicated to the struggle for the most disadvantaged and Nora (Natalia Molina), his wife, is the unconditional support for him and who keeps an important ...                See full summary »
","
    Director:
Jota Linares
| 
    Stars:
Natalia de Molina, 
Daniel Grao, 
Natalia Mateo, 
Ignacio Mateos
",455,96.0,
The Chosen,(2015),"
Horror, Thriller            ",3.8000000000000007,"
When a child-stealing demon attaches itself to a little girl, her family is thrust into a battle against time in order to save the girl and send the demon back to hell.","
    Director:
Ben Jehoshua
| 
    Stars:
Kian Lawley, 
Elizabeth Keener, 
Angelica Cassidy, 
Chris Gann
","2,076",88.0,
Merry Kissmas,(2015 TV Movie),"
Comedy, Drama, Romance            ",5.4,"
A woman engaged to marry a self-centered film and stage director/choreographer falls for a caterer whom she kisses, as does he for her.","
    Director:
Michael Feifer
| 
    Stars:
Karissa Lee Staples, 
Brant Daugherty, 
David O'Donnell, 
Brittany Underwood
","3,054",89.0,
The Black Room,(2017),"
Comedy, Horror            ",3.8000000000000007,"
A young couple moves into their dream house, which quickly becomes a living nightmare upon discovering a demonic secret awaiting them perennially in the cellar - with unholy pleasures, fear feasting and a brute for all who cross its' path.","
    Director:
Rolfe Kanefsky
| 
    Stars:
Alex Rinehart, 
Lin Shaye, 
Tiffany Shepis, 
Natasha Henstridge
","2,734",94.0,
Paranoid,(I) (2000),"
Crime, Horror, Thriller            ",4.0,"
A fashion model, living in London, attends a dinner party in the country side. Her ""friend"" just leaves and she's stuck there. She's drugged, abused and filmed. She tries to escape and is chained. Who'll help?","
    Director:
John Duigan
| 
    Stars:
Jessica Alba, 
Iain Glen, 
Jeanne Tripplehorn, 
Ewen Bremner
","2,253",93.0,
Let's Be Evil,(2016),"
Horror, Sci-Fi, Thriller            ",4.2,"
A vision of augmented reality.","
    Director:
Martin Owen
| 
    Stars:
Sophie Willis, 
Jules Brown, 
Elizabeth Morris, 
Chase Bowman
","7,067",82.0,
One Night Stand,(I) (2016),"
Drama, Romance            ",3.8000000000000007,"
The story is about Urvil Raisingh and Celina who meet at an event and a memorable night later. Returning back home they continue with their lives. The memories of Celina haunt Urvil. What happens next forms the crux of the unfolding drama. One Night Stand explores the hypocritical world we live in. What is it that Urvil wants?","
    Director:
Jasmine D'Souza
| 
    Stars:
Tanuj Virwani, 
Sunny Leone, 
Narendra Jetley, 
Aamir Ahmed
","1,197",97.0,
Bhaag Beanie Bhaag,(2020– ),"
Comedy            ",3.8000000000000007,"
It follows the life of Beanie, a young girl, who decides to run from her very comfortable life and pursue a career in stand-up comedy.","
            
    Stars:
Swara Bhaskar, 
Ravi Patel, 
Varun Thakur, 
Dolly Singh
","3,806",29.0,
Navy Seals vs. Zombies,(2015),"
Action, Horror            ",3.8000000000000007,"
A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in Baton Rouge, the ...                See full summary »
","
    Director:
Stanton Barrett
| 
    Stars:
Ed Quinn, 
Michael Dudikoff, 
Rick Fox, 
Chad Lail
","2,057",97.0,
Boi,(2019),"
Mystery, Thriller            ",5.0,"
Boi is a young man starting out in a new job as a chauffeur. While anxiously waiting for news from his girlfriend regarding a decision that could change both their lives, he must accompany ...                See full summary »
","
    Director:
Jorge M. Fontana
| 
    Stars:
Bernat Quintana, 
Lisa, 
Fina Rius, 
Adrian Pang
",604,110.0,
Toro,(I) (2016),"
Action, Adventure, Crime            ",5.9,"
A former con man must be back to his old habits to save his older brother and niece from his ex boss and mentor.","
    Director:
Kike Maíllo
| 
    Stars:
Mario Casas, 
Luis Tosar, 
José Sacristán, 
Claudia Canal
","3,076",105.0,
Atone,(2019),"
Action            ",3.8000000000000007,"
Former special ops soldier, Laura Bishop, shows up for work at the largest church in America and is forced to take down a team of hijackers when she learns her daughter is trapped inside.","
    Director:
Wes Miller
| 
    Stars:
Robert Rusler, 
Columbus Short, 
Scott Elrod, 
Stephen Farrelly
",416,89.0,
Garoojigi,(2008),"
Comedy, Fantasy            ",5.4,"
Byun, whilst a good fighter, is constantly ridiculed by the village women for his tiny 'package.' However, this ends when a monk provides Byun with a massive penis and amazing sexual ...                See full summary »
","
    Director:
Hansol Shin
| 
    Stars:
Tae-gyu Bong, 
Yi-yeong Shim, 
Dal-su Oh, 
Yuh-Jung Youn
",662,120.0,
Juman,(2019),"
Drama, Romance            ",5.4,"
This series has a Middle Eastern ""Romeo & Juliet"" theme. Juman and Hisham fall in love and marry, against their families' advice. With familial pressures and differences in their understanding, their love is sorely tested.","
            
    Stars:
Nour Al Ghandour, 
Muhanad Al-Hamdi, 
Mubarak Al-Shatti, 
Abdullah Al-Turkumani
",79,40.0,
2:22,(2008),"
Crime, Drama, Thriller            ",5.2,"
The plan was easy; the job was not. On a snowy night a tight crew of four criminals plan to pull off a routine heist. When things go horribly wrong, friendship, loyalty and trust are pushed to the limit.","
    Director:
Phillip Guzman
| 
    Stars:
Mick Rossi, 
Robert Miano, 
Aaron Gallagher, 
Jorge A. Jimenez
","1,361",104.0,
Rajma Chawal,(2018),"
Comedy, Drama, Family            ",5.8,"
An internet-rookie father attempts to use social media to enhance his faltering relationship with his millennial son.","
    Director:
Leena Yadav
| 
    Stars:
Rishi Kapoor, 
Amyra Dastur, 
Mukesh Chhabra, 
Aparshakti Khurana
","1,725",117.0,
Fate/Extra Last Encore,(2018),"
Animation, Action, Fantasy            ",5.4,"
Waking up in a strange virtual world with no recollection of the past, Hakuno finds himself forced to fight for survival in a war he does not understand for a prize beyond value; the ...                See full summary »
","
            
    Stars:
Atsushi Abe, 
Christine Marie Cabanos, 
Jessica Gee-George, 
Chris Hackney
",664,24.0,
Ahí te Encargo,(2020),"
Comedy, Romance            ",5.8,"
Alex, an advertising creative, wants to be a dad at any cost, but his wife is a lawyer on top of her career and being a mother isn't part of her plans. An unexpected guest will challenge their love.","
    Director:
Salvador Espinosa
| 
    Stars:
Tato Alexander, 
Moisés Arizmendi, 
Krizia Bajos, 
Fernando Becerril
","1,101",111.0,
Pool Party,(2007),"
Comedy            ",5.1,"
Matt's life is racing out of control - all he wants to do is pass the bar exam and win back his girlfriend, but his boss wants him to house-sit while he's studying, the boss's kids want a ...                See full summary »
","
    Director:
Timothy M. Snell
| 
    Stars:
Justin T. Bowler, 
Sarah Horvath, 
Kenzo Lee, 
Meredith Giangrande
",943,92.0,
The Pill,(2011),"
Comedy, Drama, Romance            ",5.4,"
Worried that he has gotten the free-spirited Mindy pregnant after an unprotected one-night stand, Fred feigns romantic interest and sticks by her side for twelve hours to make sure she takes both doses of the morning-after pill.","
    Director:
J.C. Khoury
| 
    Stars:
Noah Bean, 
Rachel Boston, 
Anna Chlumsky, 
Jean Brassard
","3,905",83.0,
Hate Story,(2012),"
Drama, Thriller            ",5.3,"
After a powerful businessman has her baby forcefully aborted, Kaavya Krishna uses her body as a sexual weapon to destroy his empire, brick by brick.","
    Director:
Vivek Agnihotri
| 
    Stars:
Nikhil Dwivedi, 
Gulshan Devaiah, 
Paoli Dam, 
Mohan Kapur
","3,524",140.0,
Game On! A Comedy Crossover Event,(2020– ),"
Comedy, Family            ",5.7,"
Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.","
            
    Stars:
Gabriel Iglesias, 
Tia Mowry-Hardrict, 
Paul Wight, 
Anthony Alabi
",171,30.0,
Suzzanna: Bernapas dalam Kubur,(2018),"
Comedy, Drama, Horror            ",5.6,"
After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.","
    Directors:
Rocky Soraya, 
Anggy Umbara
| 
    Stars:
Luna Maya, 
Herjunot Ali, 
T. Rifnu Wikana, 
Verdi Solaiman
",834,125.0,
Absurd Planet,(2020– ),"
Documentary            ",3.9,"
A funny science series that offers an inside look into the lives of the planet's most intriguing animals, with narration provided by a cast of quirky animal creatures, as well as Mother Nature herself.","
            
    Stars:
Afi Ekulona, 
Steven Marmalstein, 
Thomas Mitchell, 
Elliot Schiff
","1,349",,
Cinderela Pop,(2019),"
Family, Music, Romance            ",4.6,"
A contemporary take on Cinderella's tale.","
    Directors:
Bruno Garotti, 
Anita Barbosa
| 
    Stars:
Maisa Silva, 
Filipe Bragança, 
Fernanda Paes Leme, 
Letícia Faria Pedro
",865,95.0,
Best Leftovers Ever!,(2020– ),"
Reality-TV            ",5.7,"
Home cooks compete to transform leftovers into delicious creations, finding ways to give old leftovers new life, all in the hopes of winning a $10,000 prize.","
            
    Stars:
Jackie Tohn, 
David So, 
Rosemary Shrager, 
Shawn Niles
",423,,
Choose,(II) (2011),"
Crime, Drama, Horror            ",4.7,"
A journalism student tracks a killer with the help of her detective father and a therapist.","
    Director:
Marcus Graves
| 
    Stars:
Katheryn Winnick, 
Kevin Pollak, 
Nicholas Tucci, 
Bruce Dern
","4,262",83.0,
Fabulous Lives of Bollywood Wives,(2020– ),"
Reality-TV            ",4.7,"
Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship.","
            
    Stars:
Maheep Kapoor, 
Seema Khan, 
Neelam Kothari, 
Bhavana Pandey
","7,070",35.0,
House Arrest,(2019),"
Comedy            ",5.5,"
A world-weary man's self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.","
    Directors:
Samit Basu, 
Shashanka Ghosh
| 
    Stars:
Ali Fazal, 
Shriya Pilgaonkar, 
Jim Sarbh, 
Barkha Singh
","1,516",104.0,
Ungli,(2014),"
Crime, Drama, Thriller            ",5.7,"
A gang of friends decide to take justice into their own hands.","
    Director:
Renzil D'Silva
| 
    Stars:
Shraddha Kapoor, 
Sanjay Dutt, 
Randeep Hooda, 
Emraan Hashmi
","3,715",114.0,
Los Parecidos,(2015),"
Horror, Mystery, Sci-Fi            ",5.9,"
On the rainy night of October 2, 1968, eight characters waiting on a remote bus station for a bus heading to Mexico City start experiencing a strange phenomenon.","
    Director:
Isaac Ezban
| 
    Stars:
Gustavo Sánchez Parra, 
Cassandra Ciangherotti, 
Fernando Becerril, 
Humberto Busto
","3,965",89.0,
Touchy Feely,(2013),"
Comedy, Drama            ",5.3,"
A massage therapist is unable to do her job when stricken with a mysterious and sudden aversion to bodily contact. Meanwhile, her uptight brother's floundering dental practice receives new life when clients seek out his healing touch.","
    Director:
Lynn Shelton
| 
    Stars:
Rosemarie DeWitt, 
Elliot Page, 
Josh Pais, 
Scoot McNairy
","3,615",88.0,$0.04M
Seriously Single,(2020),"
Comedy, Romance            ",4.4,"
Dineo is the definition of serial monogamist. She dates to fall in love; she falls in love to get married. But she never gets married. She always ends up being dumped. When she meets Lunga ...                See full summary »
","
    Directors:
Katleho Ramaphakela, 
Rethabile Ramaphakela
| 
    Stars:
Fulu Mugovhani, 
Tumi Morake, 
Bohang Moeko, 
Yonda Thomas
","1,155",107.0,
Searching for Sheela,(2021),"
Documentary, Biography, Crime            ",4.3,"
Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune's spokesperson returns to India after decades for an interview tour.","
    Director:
Shakun Batra
| 
    Stars:
Ma Anand Sheela, 
Shoma Chaudhury, 
Anurag Chauhan, 
Barkha Dutt
",785,58.0,
Paradox,(II) (2018),"
Fantasy, Music            ",4.0,"
A group of outlaws search for a mountain treasure and experience the supernatural powers of a full moon.","
    Director:
Daryl Hannah
| 
    Stars:
Neil Young, 
Lukas Nelson, 
Micah Nelson, 
Corey McCormick
",661,73.0,
Ánimas,(2018),"
Horror, Thriller            ",4.8,"
This time, horror comes fron the other side.","
    Directors:
Laura Alvea, 
José Ortuño
| 
    Stars:
Ángela Molina, 
Chacha Huang, 
Luis Bermejo, 
Liz Lobato
","1,210",83.0,
Funny Boy,(2020),"
Drama            ",5.8,"
Explores Arjie's sexual awakening from a young boy to a teenager who falls in love with a male classmate, just as political tensions escalate between the Sinhalese and Tamils in the years leading up to the 1983 uprisings.","
    Director:
Deepa Mehta
| 
    Stars:
Agam Darshi, 
Seema Biswas, 
Nimmi Harasgama, 
Ali Kazmi
",785,109.0,
Cult of the Cobra,(1955),"
Fantasy, Horror            ",5.8,"
American G.I.s who trespass on a Hindu ceremony are hunted down by a beautiful woman who has the power to transform herself into a cobra.","
    Director:
Francis D. Lyon
| 
    Stars:
Faith Domergue, 
Richard Long, 
Marshall Thompson, 
Kathleen Hughes
","1,154",82.0,
9 Kere Leyla,(2020),"
Comedy            ",3.8000000000000007,"
A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.","
    Director:
Ezel Akay
| 
    Stars:
Haluk Bilginer, 
Demet Akbag, 
Elçin Sangu, 
Firat Tanis
","7,092",112.0,
Brahman Naman,(2016),"
Comedy            ",5.6,"
This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything, except how to talk to women.","
    Director:
Qaushiq Mukherjee
| 
    Stars:
Shashank Arora, 
Tanmay Dhanania, 
Chaitanya Varad, 
Vaishwath Shankar
","1,798",95.0,
Super Drags,(2018),"
Animation, Comedy, Fantasy            ",5.6,"
Three gay co-workers at a department store lead double lives as superhero drag queens, fighting crime and other forces like an evil drag queen and a conservative politician.","
            
    Stars:
Willam Belli, 
Guilherme Briggs, 
Sérgio Cantú, 
Dany David
","1,401",30.0,
Lavaperros,(2020),"
Comedy, Crime, Drama            ",5.7,"
Don Oscar, if he wanted, could have been the next Escobar, but instead he sits on the ruins of his decrepit little drug empire. And let's face it, there is not much left to sit on. Only a ...                See full summary »
","
    Director:
Carlos Moreno
| 
    Stars:
Jose Marino Angulo, 
Juan Martin Arancedo, 
Anderson Ballesteros, 
Geovanni Marin Cardona
",528,107.0,
Kuntilanak,(2018),"
Comedy, Family, Horror            ",4.8,"
Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.","
    Director:
Rizal Mantovani
| 
    Stars:
Sandrinna Michelle, 
Aurélie Moeremans, 
Fero Walandouw, 
Nena Rosier
",593,105.0,
Sinister Squad,(2016),"
Action, Comedy, Fantasy            ",3.8000000000000007,"
When a supernatural cult threatens Earth, Alice must assemble a team of fairy tale villains to face the literal forces of Death.","
    Director:
Jeremy M. Inman
| 
    Stars:
Johnny Rey Diaz, 
Christina Licciardi, 
Lindsay Sawyer, 
Talia A Davis
","1,025",90.0,
Inspector Gadget,(2015–2018),"
Animation, Action, Adventure            ",4.6,"
When Dr. Claw returns, Inspector Gadget is brought out of retirement to defeat him again, now with Penny and Brain's open participation.","
            
    Stars:
Ivan Sherry, 
Tara Strong, 
Martin Roach, 
Scott McCord
",492,22.0,
Öldür Beni Sevgilim,(2019),"
Comedy, Romance            ",4.4,"
Can the excitement of the national lottery save a finished marriage? Or is it the end of that marriage? In this fun comedy, Demet and Okan will learn the answer to this question.","
    Director:
Senol Sönmez
| 
    Stars:
Murat Boz, 
Seda Bakan, 
Açelya Topaloglu, 
Özgür Emre Yildirim
","1,568",104.0,
Riding Faith,(2020),"
Family            ",4.4,"
With the impending foreclose of the family Ranch, Rebecca struggles with her rebellious daughter Grace who is still not over the death of her father Mike.","
    Director:
Paco Aguilar
| 
    Stars:
John Schneider, 
Grace Van Dien, 
T.C. Stallings, 
Marisa Brown
",196,81.0,
Rodeo & Juliet,(2015),"
Drama, Family, Romance            ",4.7,"
Big-city girl goes to the country and meets a special horse and young cowboy who teaches her to barrel race, while her mother reconnects with a local rancher she was in love with 20 years earlier.","
    Director:
Thadd Turner
| 
    Stars:
Krista Allen, 
Tim Abell, 
Nadine Crocker, 
Zeb Halsell
",987,88.0,
Garbage,(I) (2018),"
Drama, Thriller            ",3.8000000000000007,"
The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.","
    Director:
Qaushiq Mukherjee
| 
    Stars:
Tanmay Dhanania, 
Trimala Adhikari, 
Satarupa Das, 
Gitanjali Dang
",974,105.0,
Salir del ropero,(2019),"
Comedy            ",4.2,"
A promising young lawyer sees her plans to wed into an important and ultraconservative family in danger when her grandma decides to marry her girl friend.","
    Director:
Ángeles Reiné
| 
    Stars:
Rosa Maria Sardà, 
Verónica Forqué, 
Ingrid García Jonsson, 
David Verdaguer
",942,94.0,
Fairy gone,(2019),"
Animation, Action, Fantasy            ",5.8,"
In a world where fairies possess and reside within animals, granting them special powers. By surgically removing and transplanting the organs of a possessed animal into a human, humans can ...                See full summary »
","
            
    Stars:
Ayaka Fukuhara, 
Kana Ichinose, 
Ayaka Suwa, 
Jill Harris
",302,23.0,
All About The Washingtons,(2018),"
Comedy, Music            ",4.5,"
The wife of a legendary rapper launches her own career, which puts his life into a tailspin.","
            
    Stars:
Joseph Simmons, 
Justine Simmons, 
Kiana Ledé, 
Nathan Anderson
",653,25.0,
Bakugan: Battle Planet,(2018– ),"
Animation, Action, Adventure            ",4.9,"
Bakugan Battle Planet follows the adventures of Dan Kouzo and his best friends: the first kids on Earth to bond with the mysterious creatures known as Bakugan!","
            
    Stars:
Jonah Wineberg, 
Ticoon Kim, 
Julius Cho, 
Margarita Valderrama
",190,24.0,
Holiday Rush,(2019),"
Comedy, Drama, Family            ",4.9,"
After his sudden firing, a popular radio DJ moves in with his aunt, bringing along his four spoiled children, and a plan to return to the airwaves.","
    Director:
Leslie Small
| 
    Stars:
Romany Malco, 
Sonequa Martin-Green, 
Darlene Love, 
Amarr M. Wooten
","2,294",92.0,
Hospital,(2020),"
Horror            ",3.8000000000000007,"
A grieving wife and the sister of of a nurse paid two Tao priests to commune with the spirits of their deceased loved ones in a famous haunted hospital.","
    Director:
Chia-Lin Chu
| 
    Stars:
Li-chi Hsu, 
Lei Hung, 
Samuel Ku, 
Po-Hung Lin
",245,89.0,
The Pact II,(2014),"
Horror, Mystery, Thriller            ",4.4,"
A woman who is plagued by nightmares involving a serial killer learns her dreams have a horrifying connection to the real world.","
    Directors:
Dallas Richard Hallam, 
Patrick Horvath
| 
    Stars:
Caity Lotz, 
Camilla Luddington, 
Patrick Fischler, 
Scott Michael Foster
","3,416",96.0,
Inside the Criminal Mind,(2017– ),"
Documentary, Crime            ",5.5,"
Inside the Criminal Mind- a gripping exploration exposing the psychological machinations and immoral behavior that define the most nefarious criminal types. Every episode of the series ...                See full summary »
","
            
    Stars:
Geoffrey Martin, 
Jan Michalek, 
Antonio Pedro, 
Eva Ruzickova
",895,52.0,
Pitta Kathalu,(2021),"
Drama, Romance            ",5.0,"
Four different women, four journeys of love and betrayal. The common thread? They all want to dismantle the patriarchy.","
    Directors:
Nag Ashwin, 
Tharun Bhascker Dhaassyam, 
B.V. Nandini Reddy, 
Sankalp Reddy
| 
    Stars:
Lakshmi Manchu, 
Saanve Megghana, 
Abhay Bethiganti, 
Jagapathi Babu
",647,150.0,
Dragon Age: Dawn of the Seeker,(2012),"
Animation, Action, Adventure            ",5.8,"
In the land of Orlais, where battles are fought with swords and magic, a young heroine rises as templars, mages, and dragons clash. Cassandra, a brash and beautiful Seeker, must stop a ...                See full summary »
","
    Director:
Fumihiko Sori
| 
    Stars:
Colleen Clinkenbeard, 
J. Michael Tatum, 
Chuck Huber, 
R. Bruce Elliott
","2,857",90.0,
Renesse,(2016),"
Comedy            ",5.9,"
Four teenagers decide to spend their summer holiday on a camping at the beach. Officially to disseminate ashes of a grandfather, but foremost to finally get laid.","
    Director:
Willem Gerritsen
| 
    Stars:
Niek Roozen, 
Martijn van Eijzeren, 
Simon Kindermans, 
Sam Doets
","5,635",77.0,
Aleksandr's Price,(2013),"
Drama            ",4.9,"
Traumatized by his mother's death and struggling to make ends meet, illegal immigrant Aleksandr Ivanov turns to escorting and soon finds himself sinking into the dark world of New York City's sex trade -- and pushed to the edge of sanity.","
    Directors:
Pau Masó, 
David Damen
| 
    Stars:
Pau Masó, 
Anatoli Grigoriadou, 
Josh Berresford, 
Samantha Glovin
",687,108.0,
